Source,Target,Score
RE-501,ExportRoutePrimitive,0.5000
RE-501,PhysicalDroneTest,0.5000
RE-501,CoverageStatistics,0.5000
RE-501,MAVLinkUAVConnector,0.5000
RE-501,IStartstrategy,0.5000
RE-501,RouteSelector,0.5000
RE-501,RouteCreationRunner,0.5000
RE-501,UAVStateChangeMessage,0.5000
RE-501,IRemotable,0.5000
RE-501,ExportDroneRouteAssignment,0.5000
RE-501,UAVPlanChangeMessage,0.5000
RE-501,MonitoringFrequencyAdaptor,0.5000
RE-501,RemoteInfoFactory,0.5000
RE-595,ExportRoutePrimitive,0.5000
RE-595,PhysicalDroneTest,0.5000
RE-595,CoverageStatistics,0.5000
RE-595,MAVLinkUAVConnector,0.5000
RE-595,IStartstrategy,0.5000
RE-595,RouteSelector,0.5000
RE-595,RouteCreationRunner,0.5000
RE-595,UAVStateChangeMessage,0.5000
RE-595,IRemotable,0.5000
RE-595,ExportDroneRouteAssignment,0.5000
RE-595,UAVPlanChangeMessage,0.5000
RE-595,MonitoringFrequencyAdaptor,0.5000
RE-595,RemoteInfoFactory,0.5000
RE-706,ExportRoutePrimitive,0.5000
RE-706,PhysicalDroneTest,0.5000
RE-706,CoverageStatistics,0.5000
RE-706,MAVLinkUAVConnector,0.5000
RE-706,IStartstrategy,0.5000
RE-706,RouteSelector,0.5000
RE-706,RouteCreationRunner,0.5000
RE-706,UAVStateChangeMessage,0.5000
RE-706,IRemotable,0.5000
RE-706,ExportDroneRouteAssignment,0.5000
RE-706,UAVPlanChangeMessage,0.5000
RE-706,MonitoringFrequencyAdaptor,0.5000
RE-706,RemoteInfoFactory,0.5000
RE-508,ExportRoutePrimitive,0.5000
RE-508,PhysicalDroneTest,0.5000
RE-508,CoverageStatistics,0.5000
RE-508,MAVLinkUAVConnector,0.5000
RE-508,IStartstrategy,0.5000
RE-508,RouteSelector,0.5000
RE-508,RouteCreationRunner,0.5000
RE-508,UAVStateChangeMessage,0.5000
RE-508,IRemotable,0.5000
RE-508,ExportDroneRouteAssignment,0.5000
RE-508,UAVPlanChangeMessage,0.5000
RE-508,MonitoringFrequencyAdaptor,0.5000
RE-508,RemoteInfoFactory,0.5000
RE-549,ExportRoutePrimitive,0.5000
RE-549,PhysicalDroneTest,0.5000
RE-549,CoverageStatistics,0.5000
RE-549,MAVLinkUAVConnector,0.5000
RE-549,IStartstrategy,0.5000
RE-549,RouteSelector,0.5000
RE-549,RouteCreationRunner,0.5000
RE-549,UAVStateChangeMessage,0.5000
RE-549,IRemotable,0.5000
RE-549,ExportDroneRouteAssignment,0.5000
RE-549,UAVPlanChangeMessage,0.5000
RE-549,MonitoringFrequencyAdaptor,0.5000
RE-549,RemoteInfoFactory,0.5000
RE-679,ExportRoutePrimitive,0.5000
RE-679,PhysicalDroneTest,0.5000
RE-679,CoverageStatistics,0.5000
RE-679,MAVLinkUAVConnector,0.5000
RE-679,IStartstrategy,0.5000
RE-679,RouteSelector,0.5000
RE-679,RouteCreationRunner,0.5000
RE-679,UAVStateChangeMessage,0.5000
RE-679,IRemotable,0.5000
RE-679,ExportDroneRouteAssignment,0.5000
RE-679,UAVPlanChangeMessage,0.5000
RE-679,MonitoringFrequencyAdaptor,0.5000
RE-679,RemoteInfoFactory,0.5000
RE-596,ExportRoutePrimitive,0.5000
RE-596,PhysicalDroneTest,0.5000
RE-596,CoverageStatistics,0.5000
RE-596,MAVLinkUAVConnector,0.5000
RE-596,IStartstrategy,0.5000
RE-596,RouteSelector,0.5000
RE-596,RouteCreationRunner,0.5000
RE-596,UAVStateChangeMessage,0.5000
RE-596,IRemotable,0.5000
RE-596,ExportDroneRouteAssignment,0.5000
RE-596,UAVPlanChangeMessage,0.5000
RE-596,MonitoringFrequencyAdaptor,0.5000
RE-596,RemoteInfoFactory,0.5000
RE-594,ExportRoutePrimitive,0.5000
RE-594,PhysicalDroneTest,0.5000
RE-594,CoverageStatistics,0.5000
RE-594,MAVLinkUAVConnector,0.5000
RE-594,IStartstrategy,0.5000
RE-594,RouteSelector,0.5000
RE-594,RouteCreationRunner,0.5000
RE-594,UAVStateChangeMessage,0.5000
RE-594,IRemotable,0.5000
RE-594,ExportDroneRouteAssignment,0.5000
RE-594,UAVPlanChangeMessage,0.5000
RE-594,MonitoringFrequencyAdaptor,0.5000
RE-594,RemoteInfoFactory,0.5000
RE-639,ExportRoutePrimitive,0.5000
RE-639,PhysicalDroneTest,0.5000
RE-639,CoverageStatistics,0.5000
RE-639,MAVLinkUAVConnector,0.5000
RE-639,IStartstrategy,0.5000
RE-639,RouteSelector,0.5000
RE-639,RouteCreationRunner,0.5000
RE-639,UAVStateChangeMessage,0.5000
RE-639,IRemotable,0.5000
RE-639,ExportDroneRouteAssignment,0.5000
RE-639,UAVPlanChangeMessage,0.5000
RE-639,MonitoringFrequencyAdaptor,0.5000
RE-639,RemoteInfoFactory,0.5000
RE-637,ExportRoutePrimitive,0.5000
RE-637,PhysicalDroneTest,0.5000
RE-637,CoverageStatistics,0.5000
RE-637,MAVLinkUAVConnector,0.5000
RE-637,IStartstrategy,0.5000
RE-637,RouteSelector,0.5000
RE-637,RouteCreationRunner,0.5000
RE-637,UAVStateChangeMessage,0.5000
RE-637,IRemotable,0.5000
RE-637,ExportDroneRouteAssignment,0.5000
RE-637,UAVPlanChangeMessage,0.5000
RE-637,MonitoringFrequencyAdaptor,0.5000
RE-637,RemoteInfoFactory,0.5000
RE-714,ExportRoutePrimitive,0.5000
RE-714,PhysicalDroneTest,0.5000
RE-714,CoverageStatistics,0.5000
RE-714,MAVLinkUAVConnector,0.5000
RE-714,IStartstrategy,0.5000
RE-714,RouteSelector,0.5000
RE-714,RouteCreationRunner,0.5000
RE-714,UAVStateChangeMessage,0.5000
RE-714,IRemotable,0.5000
RE-714,ExportDroneRouteAssignment,0.5000
RE-714,UAVPlanChangeMessage,0.5000
RE-714,MonitoringFrequencyAdaptor,0.5000
RE-714,RemoteInfoFactory,0.5000
RE-766,ExportRoutePrimitive,0.5000
RE-766,PhysicalDroneTest,0.5000
RE-766,CoverageStatistics,0.5000
RE-766,MAVLinkUAVConnector,0.5000
RE-766,IStartstrategy,0.5000
RE-766,RouteSelector,0.5000
RE-766,RouteCreationRunner,0.5000
RE-766,UAVStateChangeMessage,0.5000
RE-766,IRemotable,0.5000
RE-766,ExportDroneRouteAssignment,0.5000
RE-766,UAVPlanChangeMessage,0.5000
RE-766,MonitoringFrequencyAdaptor,0.5000
RE-766,RemoteInfoFactory,0.5000
RE-643,ExportRoutePrimitive,0.5000
RE-643,PhysicalDroneTest,0.5000
RE-643,CoverageStatistics,0.5000
RE-643,MAVLinkUAVConnector,0.5000
RE-643,IStartstrategy,0.5000
RE-643,RouteSelector,0.5000
RE-643,RouteCreationRunner,0.5000
RE-643,UAVStateChangeMessage,0.5000
RE-643,IRemotable,0.5000
RE-643,ExportDroneRouteAssignment,0.5000
RE-643,UAVPlanChangeMessage,0.5000
RE-643,MonitoringFrequencyAdaptor,0.5000
RE-643,RemoteInfoFactory,0.5000
RE-656,ExportRoutePrimitive,0.5000
RE-656,PhysicalDroneTest,0.5000
RE-656,CoverageStatistics,0.5000
RE-656,MAVLinkUAVConnector,0.5000
RE-656,IStartstrategy,0.5000
RE-656,RouteSelector,0.5000
RE-656,RouteCreationRunner,0.5000
RE-656,UAVStateChangeMessage,0.5000
RE-656,IRemotable,0.5000
RE-656,ExportDroneRouteAssignment,0.5000
RE-656,UAVPlanChangeMessage,0.5000
RE-656,MonitoringFrequencyAdaptor,0.5000
RE-656,RemoteInfoFactory,0.5000
RE-691,ExportRoutePrimitive,0.5000
RE-691,PhysicalDroneTest,0.5000
RE-691,CoverageStatistics,0.5000
RE-691,MAVLinkUAVConnector,0.5000
RE-691,IStartstrategy,0.5000
RE-691,RouteSelector,0.5000
RE-691,RouteCreationRunner,0.5000
RE-691,UAVStateChangeMessage,0.5000
RE-691,IRemotable,0.5000
RE-691,ExportDroneRouteAssignment,0.5000
RE-691,UAVPlanChangeMessage,0.5000
RE-691,MonitoringFrequencyAdaptor,0.5000
RE-691,RemoteInfoFactory,0.5000
RE-589,ExportRoutePrimitive,0.5000
RE-589,PhysicalDroneTest,0.5000
RE-589,CoverageStatistics,0.5000
RE-589,MAVLinkUAVConnector,0.5000
RE-589,IStartstrategy,0.5000
RE-589,RouteSelector,0.5000
RE-589,RouteCreationRunner,0.5000
RE-589,UAVStateChangeMessage,0.5000
RE-589,IRemotable,0.5000
RE-589,ExportDroneRouteAssignment,0.5000
RE-589,UAVPlanChangeMessage,0.5000
RE-589,MonitoringFrequencyAdaptor,0.5000
RE-589,RemoteInfoFactory,0.5000
RE-8,ExportRoutePrimitive,0.5000
RE-8,PhysicalDroneTest,0.5000
RE-8,CoverageStatistics,0.5000
RE-8,MAVLinkUAVConnector,0.5000
RE-8,IStartstrategy,0.5000
RE-8,RouteSelector,0.5000
RE-8,RouteCreationRunner,0.5000
RE-8,UAVStateChangeMessage,0.5000
RE-8,IRemotable,0.5000
RE-8,ExportDroneRouteAssignment,0.5000
RE-8,UAVPlanChangeMessage,0.5000
RE-8,MonitoringFrequencyAdaptor,0.5000
RE-8,RemoteInfoFactory,0.5000
RE-541,ExportRoutePrimitive,0.5000
RE-541,PhysicalDroneTest,0.5000
RE-541,CoverageStatistics,0.5000
RE-541,MAVLinkUAVConnector,0.5000
RE-541,IStartstrategy,0.5000
RE-541,RouteSelector,0.5000
RE-541,RouteCreationRunner,0.5000
RE-541,UAVStateChangeMessage,0.5000
RE-541,IRemotable,0.5000
RE-541,ExportDroneRouteAssignment,0.5000
RE-541,UAVPlanChangeMessage,0.5000
RE-541,MonitoringFrequencyAdaptor,0.5000
RE-541,RemoteInfoFactory,0.5000
RE-505,ExportRoutePrimitive,0.5000
RE-505,PhysicalDroneTest,0.5000
RE-505,CoverageStatistics,0.5000
RE-505,MAVLinkUAVConnector,0.5000
RE-505,IStartstrategy,0.5000
RE-505,RouteSelector,0.5000
RE-505,RouteCreationRunner,0.5000
RE-505,UAVStateChangeMessage,0.5000
RE-505,IRemotable,0.5000
RE-505,ExportDroneRouteAssignment,0.5000
RE-505,UAVPlanChangeMessage,0.5000
RE-505,MonitoringFrequencyAdaptor,0.5000
RE-505,RemoteInfoFactory,0.5000
RE-597,ExportRoutePrimitive,0.5000
RE-597,PhysicalDroneTest,0.5000
RE-597,CoverageStatistics,0.5000
RE-597,MAVLinkUAVConnector,0.5000
RE-597,IStartstrategy,0.5000
RE-597,RouteSelector,0.5000
RE-597,RouteCreationRunner,0.5000
RE-597,UAVStateChangeMessage,0.5000
RE-597,IRemotable,0.5000
RE-597,ExportDroneRouteAssignment,0.5000
RE-597,UAVPlanChangeMessage,0.5000
RE-597,MonitoringFrequencyAdaptor,0.5000
RE-597,RemoteInfoFactory,0.5000
RE-576,ExportRoutePrimitive,0.5000
RE-576,PhysicalDroneTest,0.5000
RE-576,CoverageStatistics,0.5000
RE-576,MAVLinkUAVConnector,0.5000
RE-576,IStartstrategy,0.5000
RE-576,RouteSelector,0.5000
RE-576,RouteCreationRunner,0.5000
RE-576,UAVStateChangeMessage,0.5000
RE-576,IRemotable,0.5000
RE-576,ExportDroneRouteAssignment,0.5000
RE-576,UAVPlanChangeMessage,0.5000
RE-576,MonitoringFrequencyAdaptor,0.5000
RE-576,RemoteInfoFactory,0.5000
RE-574,ExportRoutePrimitive,0.5000
RE-574,PhysicalDroneTest,0.5000
RE-574,CoverageStatistics,0.5000
RE-574,MAVLinkUAVConnector,0.5000
RE-574,IStartstrategy,0.5000
RE-574,RouteSelector,0.5000
RE-574,RouteCreationRunner,0.5000
RE-574,UAVStateChangeMessage,0.5000
RE-574,IRemotable,0.5000
RE-574,ExportDroneRouteAssignment,0.5000
RE-574,UAVPlanChangeMessage,0.5000
RE-574,MonitoringFrequencyAdaptor,0.5000
RE-574,RemoteInfoFactory,0.5000
RE-677,ExportRoutePrimitive,0.5000
RE-677,PhysicalDroneTest,0.5000
RE-677,CoverageStatistics,0.5000
RE-677,MAVLinkUAVConnector,0.5000
RE-677,IStartstrategy,0.5000
RE-677,RouteSelector,0.5000
RE-677,RouteCreationRunner,0.5000
RE-677,UAVStateChangeMessage,0.5000
RE-677,IRemotable,0.5000
RE-677,ExportDroneRouteAssignment,0.5000
RE-677,UAVPlanChangeMessage,0.5000
RE-677,MonitoringFrequencyAdaptor,0.5000
RE-677,RemoteInfoFactory,0.5000
RE-25,ExportRoutePrimitive,0.5000
RE-25,PhysicalDroneTest,0.5000
RE-25,CoverageStatistics,0.5000
RE-25,MAVLinkUAVConnector,0.5000
RE-25,IStartstrategy,0.5000
RE-25,RouteSelector,0.5000
RE-25,RouteCreationRunner,0.5000
RE-25,UAVStateChangeMessage,0.5000
RE-25,IRemotable,0.5000
RE-25,ExportDroneRouteAssignment,0.5000
RE-25,UAVPlanChangeMessage,0.5000
RE-25,MonitoringFrequencyAdaptor,0.5000
RE-25,RemoteInfoFactory,0.5000
RE-759,ExportRoutePrimitive,0.5000
RE-759,PhysicalDroneTest,0.5000
RE-759,CoverageStatistics,0.5000
RE-759,MAVLinkUAVConnector,0.5000
RE-759,IStartstrategy,0.5000
RE-759,RouteSelector,0.5000
RE-759,RouteCreationRunner,0.5000
RE-759,UAVStateChangeMessage,0.5000
RE-759,IRemotable,0.5000
RE-759,ExportDroneRouteAssignment,0.5000
RE-759,UAVPlanChangeMessage,0.5000
RE-759,MonitoringFrequencyAdaptor,0.5000
RE-759,RemoteInfoFactory,0.5000
RE-611,ExportRoutePrimitive,0.5000
RE-611,PhysicalDroneTest,0.5000
RE-611,CoverageStatistics,0.5000
RE-611,MAVLinkUAVConnector,0.5000
RE-611,IStartstrategy,0.5000
RE-611,RouteSelector,0.5000
RE-611,RouteCreationRunner,0.5000
RE-611,UAVStateChangeMessage,0.5000
RE-611,IRemotable,0.5000
RE-611,ExportDroneRouteAssignment,0.5000
RE-611,UAVPlanChangeMessage,0.5000
RE-611,MonitoringFrequencyAdaptor,0.5000
RE-611,RemoteInfoFactory,0.5000
RE-693,ExportRoutePrimitive,0.5000
RE-693,PhysicalDroneTest,0.5000
RE-693,CoverageStatistics,0.5000
RE-693,MAVLinkUAVConnector,0.5000
RE-693,IStartstrategy,0.5000
RE-693,RouteSelector,0.5000
RE-693,RouteCreationRunner,0.5000
RE-693,UAVStateChangeMessage,0.5000
RE-693,IRemotable,0.5000
RE-693,ExportDroneRouteAssignment,0.5000
RE-693,UAVPlanChangeMessage,0.5000
RE-693,MonitoringFrequencyAdaptor,0.5000
RE-693,RemoteInfoFactory,0.5000
RE-28,ExportRoutePrimitive,0.5000
RE-28,PhysicalDroneTest,0.5000
RE-28,CoverageStatistics,0.5000
RE-28,MAVLinkUAVConnector,0.5000
RE-28,IStartstrategy,0.5000
RE-28,RouteSelector,0.5000
RE-28,RouteCreationRunner,0.5000
RE-28,UAVStateChangeMessage,0.5000
RE-28,IRemotable,0.5000
RE-28,ExportDroneRouteAssignment,0.5000
RE-28,UAVPlanChangeMessage,0.5000
RE-28,MonitoringFrequencyAdaptor,0.5000
RE-28,RemoteInfoFactory,0.5000
RE-616,ExportRoutePrimitive,0.5000
RE-616,PhysicalDroneTest,0.5000
RE-616,CoverageStatistics,0.5000
RE-616,MAVLinkUAVConnector,0.5000
RE-616,IStartstrategy,0.5000
RE-616,RouteSelector,0.5000
RE-616,RouteCreationRunner,0.5000
RE-616,UAVStateChangeMessage,0.5000
RE-616,IRemotable,0.5000
RE-616,ExportDroneRouteAssignment,0.5000
RE-616,UAVPlanChangeMessage,0.5000
RE-616,MonitoringFrequencyAdaptor,0.5000
RE-616,RemoteInfoFactory,0.5000
RE-701,ExportRoutePrimitive,0.5000
RE-701,PhysicalDroneTest,0.5000
RE-701,CoverageStatistics,0.5000
RE-701,MAVLinkUAVConnector,0.5000
RE-701,IStartstrategy,0.5000
RE-701,RouteSelector,0.5000
RE-701,RouteCreationRunner,0.5000
RE-701,UAVStateChangeMessage,0.5000
RE-701,IRemotable,0.5000
RE-701,ExportDroneRouteAssignment,0.5000
RE-701,UAVPlanChangeMessage,0.5000
RE-701,MonitoringFrequencyAdaptor,0.5000
RE-701,RemoteInfoFactory,0.5000
RE-626,ExportRoutePrimitive,0.5000
RE-626,PhysicalDroneTest,0.5000
RE-626,CoverageStatistics,0.5000
RE-626,MAVLinkUAVConnector,0.5000
RE-626,IStartstrategy,0.5000
RE-626,RouteSelector,0.5000
RE-626,RouteCreationRunner,0.5000
RE-626,UAVStateChangeMessage,0.5000
RE-626,IRemotable,0.5000
RE-626,ExportDroneRouteAssignment,0.5000
RE-626,UAVPlanChangeMessage,0.5000
RE-626,MonitoringFrequencyAdaptor,0.5000
RE-626,RemoteInfoFactory,0.5000
RE-114,ExportRoutePrimitive,0.5000
RE-114,PhysicalDroneTest,0.5000
RE-114,CoverageStatistics,0.5000
RE-114,MAVLinkUAVConnector,0.5000
RE-114,IStartstrategy,0.5000
RE-114,RouteSelector,0.5000
RE-114,RouteCreationRunner,0.5000
RE-114,UAVStateChangeMessage,0.5000
RE-114,IRemotable,0.5000
RE-114,ExportDroneRouteAssignment,0.5000
RE-114,UAVPlanChangeMessage,0.5000
RE-114,MonitoringFrequencyAdaptor,0.5000
RE-114,RemoteInfoFactory,0.5000
RE-516,ExportRoutePrimitive,0.5000
RE-516,PhysicalDroneTest,0.5000
RE-516,CoverageStatistics,0.5000
RE-516,MAVLinkUAVConnector,0.5000
RE-516,IStartstrategy,0.5000
RE-516,RouteSelector,0.5000
RE-516,RouteCreationRunner,0.5000
RE-516,UAVStateChangeMessage,0.5000
RE-516,IRemotable,0.5000
RE-516,ExportDroneRouteAssignment,0.5000
RE-516,UAVPlanChangeMessage,0.5000
RE-516,MonitoringFrequencyAdaptor,0.5000
RE-516,RemoteInfoFactory,0.5000
RE-646,ExportRoutePrimitive,0.5000
RE-646,PhysicalDroneTest,0.5000
RE-646,CoverageStatistics,0.5000
RE-646,MAVLinkUAVConnector,0.5000
RE-646,IStartstrategy,0.5000
RE-646,RouteSelector,0.5000
RE-646,RouteCreationRunner,0.5000
RE-646,UAVStateChangeMessage,0.5000
RE-646,IRemotable,0.5000
RE-646,ExportDroneRouteAssignment,0.5000
RE-646,UAVPlanChangeMessage,0.5000
RE-646,MonitoringFrequencyAdaptor,0.5000
RE-646,RemoteInfoFactory,0.5000
RE-689,ExportRoutePrimitive,0.5000
RE-689,PhysicalDroneTest,0.5000
RE-689,CoverageStatistics,0.5000
RE-689,MAVLinkUAVConnector,0.5000
RE-689,IStartstrategy,0.5000
RE-689,RouteSelector,0.5000
RE-689,RouteCreationRunner,0.5000
RE-689,UAVStateChangeMessage,0.5000
RE-689,IRemotable,0.5000
RE-689,ExportDroneRouteAssignment,0.5000
RE-689,UAVPlanChangeMessage,0.5000
RE-689,MonitoringFrequencyAdaptor,0.5000
RE-689,RemoteInfoFactory,0.5000
RE-547,ExportRoutePrimitive,0.5000
RE-547,PhysicalDroneTest,0.5000
RE-547,CoverageStatistics,0.5000
RE-547,MAVLinkUAVConnector,0.5000
RE-547,IStartstrategy,0.5000
RE-547,RouteSelector,0.5000
RE-547,RouteCreationRunner,0.5000
RE-547,UAVStateChangeMessage,0.5000
RE-547,IRemotable,0.5000
RE-547,ExportDroneRouteAssignment,0.5000
RE-547,UAVPlanChangeMessage,0.5000
RE-547,MonitoringFrequencyAdaptor,0.5000
RE-547,RemoteInfoFactory,0.5000
RE-545,ExportRoutePrimitive,0.5000
RE-545,PhysicalDroneTest,0.5000
RE-545,CoverageStatistics,0.5000
RE-545,MAVLinkUAVConnector,0.5000
RE-545,IStartstrategy,0.5000
RE-545,RouteSelector,0.5000
RE-545,RouteCreationRunner,0.5000
RE-545,UAVStateChangeMessage,0.5000
RE-545,IRemotable,0.5000
RE-545,ExportDroneRouteAssignment,0.5000
RE-545,UAVPlanChangeMessage,0.5000
RE-545,MonitoringFrequencyAdaptor,0.5000
RE-545,RemoteInfoFactory,0.5000
RE-103,ExportRoutePrimitive,0.5000
RE-103,PhysicalDroneTest,0.5000
RE-103,CoverageStatistics,0.5000
RE-103,MAVLinkUAVConnector,0.5000
RE-103,IStartstrategy,0.5000
RE-103,RouteSelector,0.5000
RE-103,RouteCreationRunner,0.5000
RE-103,UAVStateChangeMessage,0.5000
RE-103,IRemotable,0.5000
RE-103,ExportDroneRouteAssignment,0.5000
RE-103,UAVPlanChangeMessage,0.5000
RE-103,MonitoringFrequencyAdaptor,0.5000
RE-103,RemoteInfoFactory,0.5000
RE-587,ExportRoutePrimitive,0.5000
RE-587,PhysicalDroneTest,0.5000
RE-587,CoverageStatistics,0.5000
RE-587,MAVLinkUAVConnector,0.5000
RE-587,IStartstrategy,0.5000
RE-587,RouteSelector,0.5000
RE-587,RouteCreationRunner,0.5000
RE-587,UAVStateChangeMessage,0.5000
RE-587,IRemotable,0.5000
RE-587,ExportDroneRouteAssignment,0.5000
RE-587,UAVPlanChangeMessage,0.5000
RE-587,MonitoringFrequencyAdaptor,0.5000
RE-587,RemoteInfoFactory,0.5000
RE-100,ExportRoutePrimitive,0.5000
RE-100,PhysicalDroneTest,0.5000
RE-100,CoverageStatistics,0.5000
RE-100,MAVLinkUAVConnector,0.5000
RE-100,IStartstrategy,0.5000
RE-100,RouteSelector,0.5000
RE-100,RouteCreationRunner,0.5000
RE-100,UAVStateChangeMessage,0.5000
RE-100,IRemotable,0.5000
RE-100,ExportDroneRouteAssignment,0.5000
RE-100,UAVPlanChangeMessage,0.5000
RE-100,MonitoringFrequencyAdaptor,0.5000
RE-100,RemoteInfoFactory,0.5000
RE-77,ExportRoutePrimitive,0.5000
RE-77,PhysicalDroneTest,0.5000
RE-77,CoverageStatistics,0.5000
RE-77,MAVLinkUAVConnector,0.5000
RE-77,IStartstrategy,0.5000
RE-77,RouteSelector,0.5000
RE-77,RouteCreationRunner,0.5000
RE-77,UAVStateChangeMessage,0.5000
RE-77,IRemotable,0.5000
RE-77,ExportDroneRouteAssignment,0.5000
RE-77,UAVPlanChangeMessage,0.5000
RE-77,MonitoringFrequencyAdaptor,0.5000
RE-77,RemoteInfoFactory,0.5000
RE-36,ExportRoutePrimitive,0.5000
RE-36,PhysicalDroneTest,0.5000
RE-36,CoverageStatistics,0.5000
RE-36,MAVLinkUAVConnector,0.5000
RE-36,IStartstrategy,0.5000
RE-36,RouteSelector,0.5000
RE-36,RouteCreationRunner,0.5000
RE-36,UAVStateChangeMessage,0.5000
RE-36,IRemotable,0.5000
RE-36,ExportDroneRouteAssignment,0.5000
RE-36,UAVPlanChangeMessage,0.5000
RE-36,MonitoringFrequencyAdaptor,0.5000
RE-36,RemoteInfoFactory,0.5000
RE-709,ExportRoutePrimitive,0.5000
RE-709,PhysicalDroneTest,0.5000
RE-709,CoverageStatistics,0.5000
RE-709,MAVLinkUAVConnector,0.5000
RE-709,IStartstrategy,0.5000
RE-709,RouteSelector,0.5000
RE-709,RouteCreationRunner,0.5000
RE-709,UAVStateChangeMessage,0.5000
RE-709,IRemotable,0.5000
RE-709,ExportDroneRouteAssignment,0.5000
RE-709,UAVPlanChangeMessage,0.5000
RE-709,MonitoringFrequencyAdaptor,0.5000
RE-709,RemoteInfoFactory,0.5000
RE-628,ExportRoutePrimitive,0.5000
RE-628,PhysicalDroneTest,0.5000
RE-628,CoverageStatistics,0.5000
RE-628,MAVLinkUAVConnector,0.5000
RE-628,IStartstrategy,0.5000
RE-628,RouteSelector,0.5000
RE-628,RouteCreationRunner,0.5000
RE-628,UAVStateChangeMessage,0.5000
RE-628,IRemotable,0.5000
RE-628,ExportDroneRouteAssignment,0.5000
